"TRIP_ID","season","year","reach_start","RIVER_CODE","baited_hoop_net","boat_electrofishing","unbaited_hoop_net","antenna_temporary","sampling.date","id","water.temp"
"GC20120913","fall",2012,88,"COR",0,54,0,0,2012-09-18,"GC20120913 fall 88",11.57
"GC20130405","spring",2013,88,"COR",0,56,0,0,2013-04-09,"GC20130405 spring 88",9.01
"GC20130912","fall",2013,88,"COR",0,56,0,0,2013-09-17,"GC20130912 fall 88",12.59
"GC20140403","spring",2014,88,"COR",0,58,0,0,2014-04-08,"GC20140403 spring 88",10.18
"GC20140524","spring",2014,88,"COR",0,7,0,0,2014-05-27,"GC20140524 spring 88",12.22
"GC20140911","fall",2014,88,"COR",0,57,0,0,2014-09-16,"GC20140911 fall 88",15.1
"GC20150402","spring",2015,88,"COR",0,57,0,0,2015-04-09,"GC20150402 spring 88",9.65
"GC20150910","fall",2015,88,"COR",0,57,0,0,2015-09-15,"GC20150910 fall 88",14.23
"GC20160330","spring",2016,88,"COR",0,58,0,0,2016-04-04,"GC20160330 spring 88",9.87
"GC20160908","fall",2016,88,"COR",0,59,0,0,2016-09-13,"GC20160908 fall 88",14.35
"GC20180426","spring",2018,88,"COR",7,17,0,0,2018-04-27,"GC20180426 spring 88",10.59
"GC20040311","spring",2004,96,"COR",0,14,0,0,2004-03-12,"GC20040311 spring 96",9.43
"GC20040812","fall",2004,96,"COR",0,13,0,0,2004-08-13,"GC20040812 fall 96",13.39
"GC20040909","fall",2004,96,"COR",0,18,0,0,2004-09-10,"GC20040909 fall 96",14.8
"GC20050310","spring",2005,96,"COR",0,10,0,0,2005-03-11,"GC20050310 spring 96",9.49
"GC20050416","spring",2005,96,"COR",0,21,0,0,2005-04-17,"GC20050416 spring 96",11.04
"GC20050531","spring",2005,96,"COR",0,1,0,0,2005-06-02,"GC20050531 spring 96",12.45
"GC20050804","fall",2005,96,"COR",0,15,0,0,2005-08-05,"GC20050804 fall 96",15.44
"GC20050901","fall",2005,96,"COR",0,13,0,0,2005-09-02,"GC20050901 fall 96",16.14
"GC20060309","spring",2006,96,"COR",0,14,0,0,2006-03-10,"GC20060309 spring 96",8.89
"GC20060506","spring",2006,96,"COR",0,24,0,0,2006-05-07,"GC20060506 spring 96",10.91
"GC20060507","spring",2006,96,"COR",36,0,0,0,2006-05-10,"GC20060507 spring 96",11.03
"GC20060810","fall",2006,96,"COR",0,15,0,0,2006-08-11,"GC20060810 fall 96",12.89
"GC20090228","spring",2009,96,"COR",0,1,0,0,2009-03-05,"GC20090228 spring 96",9.29
"GC20090326","spring",2009,96,"COR",0,24,0,0,2009-03-27,"GC20090326 spring 96",8.55
"GC20090430","spring",2009,96,"COR",0,60,0,0,2009-05-01,"GC20090430 spring 96",10.62
"GC20100401","spring",2010,96,"COR",0,6,0,0,2010-04-02,"GC20100401 spring 96",8.61
"GC20100911","fall",2010,96,"COR",20,0,6,0,2010-09-12,"GC20100911 fall 96",11.95
"GC20140403","spring",2014,96,"COR",0,10,0,0,2014-04-06,"GC20140403 spring 96",9.49
"GC20140524","spring",2014,96,"COR",0,4,0,0,2014-05-27,"GC20140524 spring 96",12.43
"GC20160519","spring",2016,96,"COR",10,24,0,0,2016-05-22,"GC20160519 spring 96",11.04
"GC20170402","spring",2017,96,"COR",0,4,0,0,2017-04-04,"GC20170402 spring 96",9.48
"GC20170525","spring",2017,96,"COR",16,21,0,0,2017-05-26,"GC20170525 spring 96",11.39
"GC20180405","spring",2018,96,"COR",4,1,0,0,2018-04-07,"GC20180405 spring 96",10.4
"GC20190518","spring",2019,96,"COR",8,18,0,0,2019-05-19,"GC20190518 spring 96",10.43
"GC20040311","spring",2004,104,"COR",0,10,0,0,2004-03-12,"GC20040311 spring 104",9.5
"GC20040812","fall",2004,104,"COR",0,11,0,0,2004-08-13,"GC20040812 fall 104",13.48
"GC20040909","fall",2004,104,"COR",0,6,0,0,2004-09-10,"GC20040909 fall 104",14.91
"GC20050310","spring",2005,104,"COR",0,14,0,0,2005-03-11,"GC20050310 spring 104",9.57
"GC20050416","spring",2005,104,"COR",0,3,0,0,2005-04-17,"GC20050416 spring 104",11.19
"GC20050804","fall",2005,104,"COR",0,9,0,0,2005-08-05,"GC20050804 fall 104",15.48
"GC20050901","fall",2005,104,"COR",0,11,0,0,2005-09-02,"GC20050901 fall 104",16.25
"GC20060309","spring",2006,104,"COR",0,9,0,0,2006-03-10,"GC20060309 spring 104",8.96
"GC20060810","fall",2006,104,"COR",0,9,0,0,2006-08-11,"GC20060810 fall 104",13.14
"GC20090228","spring",2009,104,"COR",0,1,0,0,2009-03-03,"GC20090228 spring 104",9.02
"GC20100401","spring",2010,104,"COR",0,18,0,0,2010-04-02,"GC20100401 spring 104",8.73
"GC20120511","spring",2012,104,"COR",0,23,0,0,2012-05-13,"GC20120511 spring 104",11.23
"GC20130525","spring",2013,104,"COR",0,5,0,0,2013-05-28,"GC20130525 spring 104",11.25
"GC20140403","spring",2014,104,"COR",0,4,0,0,2014-04-06,"GC20140403 spring 104",9.59
"GC20140524","spring",2014,104,"COR",0,14,0,0,2014-05-27,"GC20140524 spring 104",12.65
"GC20150430","spring",2015,104,"COR",0,4,0,0,2015-05-02,"GC20150430 spring 104",11.01
"GC20160405","spring",2016,104,"COR",1,6,0,0,2016-04-08,"GC20160405 spring 104",9.92
"GC20170402","spring",2017,104,"COR",8,16,0,0,2017-04-04,"GC20170402 spring 104",9.63
"GC20170525","spring",2017,104,"COR",6,6,0,0,2017-05-27,"GC20170525 spring 104",11.52
"GC20170819","fall",2017,104,"COR",40,0,0,7,2017-08-21,"GC20170819 fall 104",13.11
"GC20180405","spring",2018,104,"COR",8,19,0,0,2018-04-07,"GC20180405 spring 104",10.5
"GC20040311","spring",2004,112,"COR",0,90,0,0,2004-03-17,"GC20040311 spring 112",9.78
"GC20040402","spring",2004,112,"COR",0,59,0,0,2004-04-04,"GC20040402 spring 112",9.86
"GC20040515","spring",2004,112,"COR",21,0,0,0,2004-05-18,"GC20040515 spring 112",11.44
"GC20040812","fall",2004,112,"COR",0,72,0,0,2004-08-17,"GC20040812 fall 112",13.53
"GC20040909","fall",2004,112,"COR",0,72,0,0,2004-09-14,"GC20040909 fall 112",15.26
"GC20050310","spring",2005,112,"COR",0,72,0,0,2005-03-15,"GC20050310 spring 112",8.97
"GC20050416","spring",2005,112,"COR",0,35,0,0,2005-04-19,"GC20050416 spring 112",11.48
"GC20050611","spring",2005,112,"COR",51,0,0,0,2005-06-17,"GC20050611 spring 112",13.95
"GC20050804","fall",2005,112,"COR",0,72,0,0,2005-08-09,"GC20050804 fall 112",16.27
"GC20050901","fall",2005,112,"COR",0,72,0,0,2005-09-06,"GC20050901 fall 112",16.88
"GC20060309","spring",2006,112,"COR",0,72,0,0,2006-03-14,"GC20060309 spring 112",8.54
"GC20060506","spring",2006,112,"COR",0,34,0,0,2006-05-08,"GC20060506 spring 112",11.55
"GC20060507","spring",2006,112,"COR",36,0,0,0,2006-05-11,"GC20060507 spring 112",11.25
"GC20060603","spring",2006,112,"COR",15,0,0,0,2006-06-04,"GC20060603 spring 112",12.09
"GC20060810","fall",2006,112,"COR",0,72,0,0,2006-08-15,"GC20060810 fall 112",13.17
"GC20070308","spring",2007,112,"COR",0,28,0,0,2007-03-10,"GC20070308 spring 112",9.63
"GC20070404","spring",2007,112,"COR",0,0,141,0,2007-04-06,"GC20070404 spring 112",10.29
"GC20070502","spring",2007,112,"COR",0,0,119,0,2007-05-04,"GC20070502 spring 112",11
"GC20070915","fall",2007,112,"COR",0,27,0,0,2007-09-17,"GC20070915 fall 112",12.87
"GC20080327","spring",2008,112,"COR",0,29,0,0,2008-03-29,"GC20080327 spring 112",9.52
"GC20090228","spring",2009,112,"COR",0,46,0,0,2009-03-02,"GC20090228 spring 112",8.85
"GC20090326","spring",2009,112,"COR",0,1,0,0,2009-03-28,"GC20090326 spring 112",8.82
"GC20090430","spring",2009,112,"COR",0,233,0,0,2009-05-08,"GC20090430 spring 112",11.63
"GC20100401","spring",2010,112,"COR",0,38,0,0,2010-04-03,"GC20100401 spring 112",8.64
"GC20100911","fall",2010,112,"COR",2,0,0,0,2010-09-13,"GC20100911 fall 112",12.27
"GC20110507","spring",2011,112,"COR",0,32,0,0,2011-05-10,"GC20110507 spring 112",9.83
"GC20110908","fall",2011,112,"COR",12,0,0,0,2011-09-10,"GC20110908 fall 112",15.07
"GC20120908","fall",2012,112,"COR",17,0,0,0,2012-09-09,"GC20120908 fall 112",12.57
"GC20130404","spring",2013,112,"COR",0,1,0,0,2013-04-07,"GC20130404 spring 112",10.12
"GC20130525","spring",2013,112,"COR",0,15,0,0,2013-05-29,"GC20130525 spring 112",11.27
"GC20130907","fall",2013,112,"COR",11,0,0,0,2013-09-10,"GC20130907 fall 112",12.37
"GC20140403","spring",2014,112,"COR",0,15,0,0,2014-04-07,"GC20140403 spring 112",9.99
"GC20150430","spring",2015,112,"COR",0,17,0,0,2015-05-02,"GC20150430 spring 112",11.15
"GC20160405","spring",2016,112,"COR",6,18,0,0,2016-04-08,"GC20160405 spring 112",10.04
"GC20170525","spring",2017,112,"COR",10,14,0,0,2017-05-27,"GC20170525 spring 112",11.68
"GC20180426","spring",2018,112,"COR",6,15,0,0,2018-04-28,"GC20180426 spring 112",11.09
"GC20190403","spring",2019,112,"COR",4,19,0,0,2019-04-05,"GC20190403 spring 112",9.9
"GC20190907","fall",2019,112,"COR",4,0,0,0,2019-09-08,"GC20190907 fall 112",15.92
"GC20040311","spring",2004,120,"COR",0,171,0,0,2004-03-18,"GC20040311 spring 120",9.91
"GC20040402","spring",2004,120,"COR",0,13,0,0,2004-04-05,"GC20040402 spring 120",9.93
"GC20040402","spring",2004,120,"COR",0,13,0,0,2004-04-05,"GC20040402 spring 120",9.93
"GC20040501","spring",2004,120,"COR",0,33,0,0,2004-05-03,"GC20040501 spring 120",11.34
"GC20040501","spring",2004,120,"COR",0,33,0,0,2004-05-03,"GC20040501 spring 120",11.34
"GC20040515","spring",2004,120,"COR",87,0,0,0,2004-05-19,"GC20040515 spring 120",11.8
"GC20040612","spring",2004,120,"COR",36,0,0,0,2004-06-14,"GC20040612 spring 120",11.86
"GC20040812","fall",2004,120,"COR",0,136,3,0,2004-08-18,"GC20040812 fall 120",13.73
"GC20040909","fall",2004,120,"COR",0,132,3,0,2004-09-15,"GC20040909 fall 120",15.21
"GC20041028","fall",2004,120,"COR",0,0,3,0,2004-10-29,"GC20041028 fall 120",13.54
"GC20050310","spring",2005,120,"COR",0,136,0,0,2005-03-16,"GC20050310 spring 120",8.94
"GC20050416","spring",2005,120,"COR",0,14,0,0,2005-04-19,"GC20050416 spring 120",11.63
"GC20050514","spring",2005,120,"COR",0,27,0,0,2005-05-17,"GC20050514 spring 120",12.16
"GC20050611","spring",2005,120,"COR",153,0,0,0,2005-06-14,"GC20050611 spring 120",13.69
"GC20050804","fall",2005,120,"COR",0,136,0,0,2005-08-10,"GC20050804 fall 120",16.25
"GC20050901","fall",2005,120,"COR",0,136,0,0,2005-09-07,"GC20050901 fall 120",17.17
"GC20051028","fall",2005,120,"COR",0,0,6,0,2005-10-29,"GC20051028 fall 120",15.55
"GC20060309","spring",2006,120,"COR",0,136,0,0,2006-03-15,"GC20060309 spring 120",8.95
"GC20060408","spring",2006,120,"COR",0,30,0,0,2006-04-11,"GC20060408 spring 120",10.62
"GC20060506","spring",2006,120,"COR",0,8,0,0,2006-05-08,"GC20060506 spring 120",11.72
"GC20060603","spring",2006,120,"COR",72,0,0,0,2006-06-05,"GC20060603 spring 120",12.47
"GC20060810","fall",2006,120,"COR",0,136,6,0,2006-08-16,"GC20060810 fall 120",12.86
"GC20061027","fall",2006,120,"COR",0,0,6,0,2006-10-28,"GC20061027 fall 120",12.03
"GC20070308","spring",2007,120,"COR",0,30,0,0,2007-03-11,"GC20070308 spring 120",9.69
"GC20070404","spring",2007,120,"COR",0,0,338,0,2007-04-09,"GC20070404 spring 120",10.24
"GC20070502","spring",2007,120,"COR",0,0,345,0,2007-05-07,"GC20070502 spring 120",10.03
"GC20070915","fall",2007,120,"COR",0,41,0,0,2007-09-18,"GC20070915 fall 120",12.84
"GC20080327","spring",2008,120,"COR",0,30,0,0,2008-03-31,"GC20080327 spring 120",9.66
"GC20080816","fall",2008,120,"COR",0,48,0,0,2008-08-23,"GC20080816 fall 120",13.11
"GC20080911","fall",2008,120,"COR",0,40.6,0,0,2008-09-14,"GC20080911 fall 120",13.33
"GC20081024","fall",2008,120,"COR",0,0,3,0,2008-10-25,"GC20081024 fall 120",13.05
"GC20090228","spring",2009,120,"COR",0,2,0,0,2009-03-03,"GC20090228 spring 120",9.11
"GC20090326","spring",2009,120,"COR",0,47,0,0,2009-03-30,"GC20090326 spring 120",9.88
"GC20090430","spring",2009,120,"COR",0,409,0,0,2009-05-09,"GC20090430 spring 120",11.82
"GC20090812","fall",2009,120,"COR",0,12.2,274,0,2009-08-19,"GC20090812 fall 120",12.53
"GC20090905","fall",2009,120,"COR",0,12,216,0,2009-09-11,"GC20090905 fall 120",12.71
"GC20091012","fall",2009,120,"COR",0,12.6,239,0,2009-10-18,"GC20091012 fall 120",11.97
"GC20100401","spring",2010,120,"COR",0,10,0,0,2010-04-04,"GC20100401 spring 120",9.16
"GC20100506","spring",2010,120,"COR",0,40,0,0,2010-05-08,"GC20100506 spring 120",10.45
"GC20100805","fall",2010,120,"COR",0,12,214,0,2010-08-10,"GC20100805 fall 120",12.06
"GC20100902","fall",2010,120,"COR",0,19.6,226,0,2010-09-06,"GC20100902 fall 120",13.14
"GC20100911","fall",2010,120,"COR",38,0,12,0,2010-09-14,"GC20100911 fall 120",12.7
"GC20101014","fall",2010,120,"COR",0,12.2,228,0,2010-10-21,"GC20101014 fall 120",11.93
"GC20110507","spring",2011,120,"COR",0,36,0,0,2011-05-11,"GC20110507 spring 120",9.5
"GC20110805","fall",2011,120,"COR",0,12.2,228,0,2011-08-09,"GC20110805 fall 120",14.25
"GC20110901","fall",2011,120,"COR",0,11.4,227,0,2011-09-07,"GC20110901 fall 120",15.31
"GC20110908","fall",2011,120,"COR",65,0,0,0,2011-09-11,"GC20110908 fall 120",14.86
"GC20111006","fall",2011,120,"COR",0,11.4,228,0,2011-10-11,"GC20111006 fall 120",14.88
"GC20120419","spring",2012,120,"COR",0,110,91,0,2012-04-29,"GC20120419 spring 120",11.12
"GC20120511","spring",2012,120,"COR",0,17,0,0,2012-05-14,"GC20120511 spring 120",11.72
"GC20120908","fall",2012,120,"COR",86,0,0,0,2012-09-10,"GC20120908 fall 120",12.78
"GC20120913","fall",2012,120,"COR",0,105,105,0,2012-09-24,"GC20120913 fall 120",12.03
"GC20130404","spring",2013,120,"COR",0,35,0,0,2013-04-08,"GC20130404 spring 120",10.19
"GC20130405","spring",2013,120,"COR",0,108,80,0,2013-04-14,"GC20130405 spring 120",9.97
"GC20130907","fall",2013,120,"COR",29,0,0,0,2013-09-10,"GC20130907 fall 120",12.51
"GC20130912","fall",2013,120,"COR",0,64,104,0,2013-09-22,"GC20130912 fall 120",12.66
"GC20140403","spring",2014,120,"COR",0,78,121,0,2014-04-13,"GC20140403 spring 120",10.77
"GC20140906","fall",2014,120,"COR",30,0,0,1,2014-09-09,"GC20140906 fall 120",15.44
"GC20140911","fall",2014,120,"COR",0,72,124,0,2014-09-21,"GC20140911 fall 120",15.1
"GC20150402","spring",2015,120,"COR",0,80,112,0,2015-04-14,"GC20150402 spring 120",10.87
"GC20150901","fall",2015,120,"COR",24,0,0,6,2015-09-04,"GC20150901 fall 120",14.42
"GC20150910","fall",2015,120,"COR",0,97,146,0,2015-09-21,"GC20150910 fall 120",14.36
"GC20160330","spring",2016,120,"COR",0,69,152,0,2016-04-10,"GC20160330 spring 120",10.05
"GC20160519","spring",2016,120,"COR",7,17,0,0,2016-05-23,"GC20160519 spring 120",11.52
"GC20160827","fall",2016,120,"COR",24,0,0,45,2016-08-29,"GC20160827 fall 120",13.74
"GC20160908","fall",2016,120,"COR",0,68,139,0,2016-09-19,"GC20160908 fall 120",14.13
"GC20160908","fall",2016,120,"COR",0,68,139,0,2016-09-19,"GC20160908 fall 120",14.13
"GC20160910","fall",2016,120,"COR",0,0,0,22,2016-09-19,"GC20160910 fall 120",14.13
"GC20160910","fall",2016,120,"COR",0,0,0,22,2016-09-19,"GC20160910 fall 120",14.13
"GC20170402","spring",2017,120,"COR",12,9,0,0,2017-04-05,"GC20170402 spring 120",9.44
"GC20170425","spring",2017,120,"COR",0,51,187,0,2017-05-01,"GC20170425 spring 120",10.88
"GC20170819","fall",2017,120,"COR",19,0,0,2,2017-08-22,"GC20170819 fall 120",13.37
"GC20170926","fall",2017,120,"COR",0,52,168,0,2017-10-02,"GC20170926 fall 120",14.05
"GC20170928","fall",2017,120,"COR",0,0,0,6,2017-10-03,"GC20170928 fall 120",13.77
"GC20180405","spring",2018,120,"COR",10,16,0,0,2018-04-08,"GC20180405 spring 120",11.13
"GC20180426","spring",2018,120,"COR",5,8,0,0,2018-04-28,"GC20180426 spring 120",11.24
"GC20180511","spring",2018,120,"COR",0,52,183,20,2018-05-15,"GC20180511 spring 120",11.77
"GC20180615","spring",2018,120,"COR",0,14,37,0,2018-06-19,"GC20180615 spring 120",13.01
"GC20180615","spring",2018,120,"COR",0,14,37,0,2018-06-19,"GC20180615 spring 120",13.01
"GC20180617","spring",2018,120,"COR",0,0,0,5,2018-06-19,"GC20180617 spring 120",13.01
"GC20180617","spring",2018,120,"COR",0,0,0,5,2018-06-19,"GC20180617 spring 120",13.01
"GC20180822","fall",2018,120,"COR",22,0,0,2,2018-08-23,"GC20180822 fall 120",12.64
"GC20181005","fall",2018,120,"COR",0,0,0,18,2018-10-11,"GC20181005 fall 120",12.88
"GC20181005","fall",2018,120,"COR",0,0,0,18,2018-10-11,"GC20181005 fall 120",12.88
"GC20181006","fall",2018,120,"COR",0,51,234,0,2018-10-11,"GC20181006 fall 120",12.88
"GC20181006","fall",2018,120,"COR",0,51,234,0,2018-10-11,"GC20181006 fall 120",12.88
"GC20190403","spring",2019,120,"COR",3,3,0,0,2019-04-05,"GC20190403 spring 120",10.01
"GC20190501","spring",2019,120,"COR",0,52,168,23,2019-05-07,"GC20190501 spring 120",11.08
"GC20190518","spring",2019,120,"COR",9,16,0,0,2019-05-20,"GC20190518 spring 120",10.62
"GC20190907","fall",2019,120,"COR",26,0,0,0,2019-09-08,"GC20190907 fall 120",16.06
"GC20191001","fall",2019,120,"COR",0,52,263,30,2019-10-07,"GC20191001 fall 120",15.29
"GC20201002","fall",2020,120,"COR",0,51,232,23,2020-10-07,"GC20201002 fall 120",12.58
"LC20040329","spring",2004,120,"COR",0,0,6,0,2004-04-05,"LC20040329 spring 120",9.93
"LC20040329","spring",2004,120,"COR",0,0,6,0,2004-04-05,"LC20040329 spring 120",9.93
"LC20040426","spring",2004,120,"COR",0,0,9,0,2004-05-03,"LC20040426 spring 120",11.34
"LC20040426","spring",2004,120,"COR",0,0,9,0,2004-05-03,"LC20040426 spring 120",11.34
"LC20040920","fall",2004,120,"COR",0,0,3,0,2004-09-27,"LC20040920 fall 120",15.08
"LC20041019","fall",2004,120,"COR",0,0,6,0,2004-10-26,"LC20041019 fall 120",13.33
"LC20050329","spring",2005,120,"COR",0,0,8,0,2005-04-05,"LC20050329 spring 120",10.01
"LC20050426","spring",2005,120,"COR",0,0,5,0,2005-05-03,"LC20050426 spring 120",11.14
"LC20050919","fall",2005,120,"COR",2,0,1,0,2005-09-26,"LC20050919 fall 120",16.68
"LC20051019","fall",2005,120,"COR",0,0,6,0,2005-10-25,"LC20051019 fall 120",15.77
"LC20060330","spring",2006,120,"COR",0,0,4,0,2006-04-05,"LC20060330 spring 120",10.38
"LC20060425","spring",2006,120,"COR",0,0,6,0,2006-05-02,"LC20060425 spring 120",11.57
"LC20060919","fall",2006,120,"COR",0,0,4,0,2006-09-25,"LC20060919 fall 120",13.21
"LC20061019","fall",2006,120,"COR",0,0,5,0,2006-10-24,"LC20061019 fall 120",12.02
"LC20070403","spring",2007,120,"COR",0,0,9,0,2007-04-10,"LC20070403 spring 120",10.42
"LC20070501","spring",2007,120,"COR",0,0,9,0,2007-05-08,"LC20070501 spring 120",10.65
"LC20070918","fall",2007,120,"COR",0,0,9,0,2007-09-25,"LC20070918 fall 120",12.46
"LC20071022","fall",2007,120,"COR",0,0,3,0,2007-10-29,"LC20071022 fall 120",12.7
"LC20080401","spring",2008,120,"COR",0,0,6,0,2008-04-08,"LC20080401 spring 120",9.64
"LC20080916","fall",2008,120,"COR",0,0,3,0,2008-09-23,"LC20080916 fall 120",13.57
"LC20090407","spring",2009,120,"COR",0,0,6,0,2009-04-14,"LC20090407 spring 120",10.61
"LC20091013","fall",2009,120,"COR",0,0,6,0,2009-10-20,"LC20091013 fall 120",12.25
"LC20100512","spring",2010,120,"COR",0,0,10,0,2010-05-18,"LC20100512 spring 120",10.91
"LC20100601","spring",2010,120,"COR",0,0,1,0,2010-06-09,"LC20100601 spring 120",12.26
"LC20101012","fall",2010,120,"COR",0,0,9,0,2010-10-19,"LC20101012 fall 120",12.15
"LC20110503","spring",2011,120,"COR",0,0,6,0,2011-05-10,"LC20110503 spring 120",9.99
"LC20110531","spring",2011,120,"COR",0,0,6,0,2011-06-07,"LC20110531 spring 120",10.93
"LC20111018","fall",2011,120,"COR",0,0,6,0,2011-10-25,"LC20111018 fall 120",14.8
"LC20120417","spring",2012,120,"COR",0,0,12,0,2012-04-24,"LC20120417 spring 120",11.39
"LC20120516","spring",2012,120,"COR",0,0,6,0,2012-05-23,"LC20120516 spring 120",12.24
"LC20120911","fall",2012,120,"COR",0,0,3,0,2012-09-18,"LC20120911 fall 120",12.25
"LC20121010","fall",2012,120,"COR",0,0,3,0,2012-10-16,"LC20121010 fall 120",11.25
"LC20130417","spring",2013,120,"COR",0,0,6,0,2013-04-23,"LC20130417 spring 120",10.74
"LC20130514","spring",2013,120,"COR",0,0,9,0,2013-05-21,"LC20130514 spring 120",10.76
"LC20130913","fall",2013,120,"COR",0,0,4,0,2013-09-17,"LC20130913 fall 120",13.02
"LC20140415","spring",2014,120,"COR",0,0,12,0,2014-04-22,"LC20140415 spring 120",11.59
"LC20140513","spring",2014,120,"COR",0,0,3,0,2014-05-20,"LC20140513 spring 120",12.49
"LC20140923","fall",2014,120,"COR",0,0,3,0,2014-09-30,"LC20140923 fall 120",14.72
"LC20141021","fall",2014,120,"COR",0,0,3,0,2014-10-28,"LC20141021 fall 120",14.41
"LC20150414","spring",2015,120,"COR",0,0,3,0,2015-04-21,"LC20150414 spring 120",10.71
"LC20150519","spring",2015,120,"COR",0,0,3,0,2015-05-26,"LC20150519 spring 120",11.17
"LC20150922","fall",2015,120,"COR",0,0,3,0,2015-09-29,"LC20150922 fall 120",14.97
"LC20151023","fall",2015,120,"COR",0,0,2,0,2015-10-29,"LC20151023 fall 120",14.28
"LC20160419","spring",2016,120,"COR",0,0,3,0,2016-04-26,"LC20160419 spring 120",10.23
"LC20160517","spring",2016,120,"COR",0,0,3,0,2016-05-24,"LC20160517 spring 120",11.37
"LC20160920","fall",2016,120,"COR",0,0,3,0,2016-09-27,"LC20160920 fall 120",14.09
"LC20161018","fall",2016,120,"COR",0,0,6,0,2016-10-25,"LC20161018 fall 120",14.6
"LC20170418","spring",2017,120,"COR",0,0,6,0,2017-04-25,"LC20170418 spring 120",10.61
"LC20170609","spring",2017,120,"COR",0,0,4,0,2017-06-13,"LC20170609 spring 120",12.23
"LC20170919","fall",2017,120,"COR",0,0,6,0,2017-09-26,"LC20170919 fall 120",12.47
"LC20171017","fall",2017,120,"COR",0,0,3,0,2017-10-24,"LC20171017 fall 120",12.83
"LC20180417","spring",2018,120,"COR",0,0,3,0,2018-04-24,"LC20180417 spring 120",11.27
"LC20180515","spring",2018,120,"COR",0,0,3,0,2018-05-22,"LC20180515 spring 120",11.54
"LC20180918","fall",2018,120,"COR",0,0,3,0,2018-09-25,"LC20180918 fall 120",13.38
"LC20190416","spring",2019,120,"COR",0,0,3,0,2019-04-23,"LC20190416 spring 120",10.76
"LC20190514","spring",2019,120,"COR",0,0,3,0,2019-05-21,"LC20190514 spring 120",9.87
"LC20190917","fall",2019,120,"COR",0,0,2,0,2019-09-23,"LC20190917 fall 120",14.86
"LC20191015","fall",2019,120,"COR",0,0,6,0,2019-10-22,"LC20191015 fall 120",14.42
"LC20200915","fall",2020,120,"COR",0,0,3,0,2020-09-22,"LC20200915 fall 120",13.09
"LC20201014","fall",2020,120,"COR",0,0,3,0,2020-10-21,"LC20201014 fall 120",12.73
"PA20200902","fall",2020,120,"COR",0,0,0,14,2020-09-04,"PA20200902 fall 120",12.87
"GC20040311","spring",2004,128,"COR",0,69,165,0,2004-03-16,"GC20040311 spring 128",10.25
"GC20040501","spring",2004,128,"COR",0,39,0,0,2004-05-05,"GC20040501 spring 128",12.09
"GC20040812","fall",2004,128,"COR",0,140,174,0,2004-08-17,"GC20040812 fall 128",13.98
"GC20040909","fall",2004,128,"COR",0,140,173,0,2004-09-14,"GC20040909 fall 128",15.69
"GC20041028","fall",2004,128,"COR",0,0,87,0,2004-10-29,"GC20041028 fall 128",13.57
"GC20050310","spring",2005,128,"COR",0,140,168,0,2005-03-15,"GC20050310 spring 128",9.16
"GC20050514","spring",2005,128,"COR",0,48,0,0,2005-05-18,"GC20050514 spring 128",12.3
"GC20050611","spring",2005,128,"COR",84,0,0,0,2005-06-15,"GC20050611 spring 128",14.06
"GC20050804","fall",2005,128,"COR",0,140,172,0,2005-08-09,"GC20050804 fall 128",16.6
"GC20050901","fall",2005,128,"COR",0,140,174,0,2005-09-06,"GC20050901 fall 128",17.15
"GC20051028","fall",2005,128,"COR",0,0,84,0,2005-10-29,"GC20051028 fall 128",15.58
"GC20060309","spring",2006,128,"COR",0,140,168,0,2006-03-14,"GC20060309 spring 128",8.58
"GC20060408","spring",2006,128,"COR",0,34,0,0,2006-04-12,"GC20060408 spring 128",10.77
"GC20060603","spring",2006,128,"COR",21,0,0,0,2006-06-06,"GC20060603 spring 128",12.56
"GC20060810","fall",2006,128,"COR",0,140,169,0,2006-08-15,"GC20060810 fall 128",13.66
"GC20060907","fall",2006,128,"COR",0,0,168,0,2006-09-11,"GC20060907 fall 128",14.11
"GC20061027","fall",2006,128,"COR",0,0,84,0,2006-10-28,"GC20061027 fall 128",12.1
"GC20070308","spring",2007,128,"COR",0,33,0,0,2007-03-12,"GC20070308 spring 128",9.87
"GC20070404","spring",2007,128,"COR",0,0,187,0,2007-04-13,"GC20070404 spring 128",9.7
"GC20070502","spring",2007,128,"COR",0,0,189,0,2007-05-11,"GC20070502 spring 128",11.66
"GC20070915","fall",2007,128,"COR",0,4,0,0,2007-09-18,"GC20070915 fall 128",13.01
"GC20080327","spring",2008,128,"COR",0,31,0,0,2008-04-01,"GC20080327 spring 128",9.72
"GC20080816","fall",2008,128,"COR",0,112,135,0,2008-08-20,"GC20080816 fall 128",13.51
"GC20080911","fall",2008,128,"COR",0,80.4,105,0,2008-09-15,"GC20080911 fall 128",13.59
"GC20081024","fall",2008,128,"COR",0,0,87,0,2008-10-25,"GC20081024 fall 128",13.05
"GC20090228","spring",2009,128,"COR",0,24,0,0,2009-03-04,"GC20090228 spring 128",9.6
"GC20090430","spring",2009,128,"COR",0,198,0,0,2009-05-08,"GC20090430 spring 128",12.01
"GC20090812","fall",2009,128,"COR",0,86,494,0,2009-08-19,"GC20090812 fall 128",12.67
"GC20090905","fall",2009,128,"COR",0,85.2,503,0,2009-09-11,"GC20090905 fall 128",12.91
"GC20091012","fall",2009,128,"COR",0,97.2,544,0,2009-10-19,"GC20091012 fall 128",12.19
"GC20100506","spring",2010,128,"COR",0,32,0,0,2010-05-10,"GC20100506 spring 128",10.92
