Date,Time,Datetime,PIT,Species,RiverCode,RM,Side,Baited,Antenna,Antenna Type,TRIP_ID,,
9/1/2016,19:04,9/1/16 19:04,3DD.003BA02916,FMS,COR,118.58,R,Y,GC05,Submersible,GC20160827,,
9/1/2016,19:07,9/1/16 19:07,384.3B2399A3F1,FMS,COR,117.92,L,Y,GS02,Submersible,GC20160827,,
9/1/2016,19:07,9/1/16 19:07,3D9.1C2D3D85B7,FMS,COR,117.65,L,Y,GC05,Submersible,GC20160827,,
9/1/2016,19:14,9/1/16 19:14,3DD.003BA04CC5,FMS,COR,117.88,R,Y,GC04,Submersible,GC20160827,,
9/1/2016,19:14,9/1/16 19:14,3DD.003BCB359A,FMS,COR,118.54,L,Y,GC03,Submersible,GC20160827,,
9/1/2016,19:16,9/1/16 19:16,384.3B2399CFE8,FMS,COR,117.92,L,Y,GC04,Submersible,GC20160827,,
9/1/2016,19:17,9/1/16 19:17,3DD.003BCA6023,FMS,COR,117.72,R,Y,GC05,Submersible,GC20160827,,
9/1/2016,19:17,9/1/16 19:17,3DD.003BEFDCD1,FMS,COR,118.58,R,Y,GS02,Submersible,GC20160827,,
9/1/2016,19:20,9/1/16 19:20,3DD.003BCB38AB,HBC,COR,117.65,L,Y,GC02,Submersible,GC20160827,,
9/1/2016,19:21,9/1/16 19:21,3DD.003BA20D3A,FMS,COR,118.13,R,Y,GC05,Submersible,GC20160827,,
9/1/2016,19:22,9/1/16 19:22,3DD.003BA0292D,FMS,COR,118.58,R,Y,GC06,Submersible,GC20160827,,
9/1/2016,19:27,9/1/16 19:27,3DD.003BCAA3C0,FMS,COR,117.92,L,Y,GC05,Submersible,GC20160827,,
9/1/2016,19:29,9/1/16 19:29,384.3B2397F5BF,FMS,COR,117.92,L,Y,GC02,Submersible,GC20160827,,
9/1/2016,19:29,9/1/16 19:29,3DD.003BCB348D,FMS,COR,118.58,R,Y,GC05,Submersible,GC20160827,,
9/1/2016,19:31,9/1/16 19:31,3DD.003BCA9CEC,FMS,COR,117.88,R,Y,GC06,Submersible,GC20160827,,
9/1/2016,19:32,9/1/16 19:32,3DD.003BCA815B,FMS,COR,117.65,L,Y,GC05,Submersible,GC20160827,,
9/1/2016,19:33,9/1/16 19:33,3D9.1C2C9DF08E,FMS,COR,118.13,R,Y,GC06,Submersible,GC20160827,,
9/1/2016,19:33,9/1/16 19:33,3DD.003BA0256E,FMS,COR,117.65,L,Y,GC06,Submersible,GC20160827,,
9/1/2016,19:34,9/1/16 19:34,3D9.1C2C9897BB,FMS,COR,117.92,L,Y,GC06,Submersible,GC20160827,,
9/1/2016,19:35,9/1/16 19:35,3DD.003BA08040,UNK,COR,117.92,L,Y,GC06,Submersible,GC20160827,,
9/1/2016,19:39,9/1/16 19:39,3DD.003BCB38A0,FMS,COR,117.65,L,Y,GC06,Submersible,GC20160827,,
9/1/2016,19:45,9/1/16 19:45,3DD.003BA20CBB,UNK,COR,117.92,L,Y,GS02,Submersible,GC20160827,,
9/1/2016,19:55,9/1/16 19:55,3DD.003BA07E59,FMS,COR,117.88,R,Y,GS02,Submersible,GC20160827,,
9/1/2016,20:01,9/1/16 20:01,384.3B239805D1,FMS,COR,117.92,L,Y,GS02,Submersible,GC20160827,,
9/1/2016,20:02,9/1/16 20:02,3DD.003BCB34D5,FMS,COR,118.58,R,Y,GS02,Submersible,GC20160827,,
9/1/2016,20:06,9/1/16 20:06,3D9.1C2D26A47D,FMS,COR,117.92,L,Y,GS02,Submersible,GC20160827,,
9/1/2016,20:11,9/1/16 20:11,3DD.003BCB3881,FMS,COR,117.92,L,Y,GC05,Submersible,GC20160827,,
9/1/2016,20:14,9/1/16 20:14,3DD.003BCB3891,FMS,COR,117.92,L,Y,GC06,Submersible,GC20160827,,
9/1/2016,20:22,9/1/16 20:22,384.3B2399D89A,FMS,COR,117.92,L,Y,GC05,Submersible,GC20160827,,
9/1/2016,20:23,9/1/16 20:23,3DD.003BCA6030,FMS,COR,118.58,R,Y,GS02,Submersible,GC20160827,,
9/1/2016,20:44,9/1/16 20:44,3DD.003BCB34BC,FMS,COR,117.92,L,Y,GC06,Submersible,GC20160827,,
9/1/2016,20:46,9/1/16 20:46,3DD.003BA053EC,FMS,COR,118.58,R,Y,GS02,Submersible,GC20160827,,
9/1/2016,21:00,9/1/16 21:00,3DD.003BA0290D,FMS,COR,118.58,R,Y,GC02,Submersible,GC20160827,,
9/1/2016,21:21,9/1/16 21:21,384.36F2B2A079,FMS,COR,118.13,R,Y,GC06,Submersible,GC20160827,,
9/1/2016,21:33,9/1/16 21:33,384.3B23ACB78B,FMS,COR,118.58,R,Y,GC06,Submersible,GC20160827,,
9/1/2016,21:33,9/1/16 21:33,3D9.1C2D3F87C5,FMS,COR,118.58,R,Y,GC06,Submersible,GC20160827,,
9/1/2016,21:36,9/1/16 21:36,384.3B2397B035,FMS,COR,117.92,L,Y,GC02,Submersible,GC20160827,,
9/1/2016,21:37,9/1/16 21:37,384.36F2B28A52,FMS,COR,117.88,R,Y,GS02,Submersible,GC20160827,,
9/1/2016,21:37,9/1/16 21:37,3DD.003BA07AF0,UNK,COR,117.92,L,Y,GC06,Submersible,GC20160827,,
9/1/2016,21:51,9/1/16 21:51,3DD.003BA04CCE,FMS,COR,118.54,L,Y,GC06,Submersible,GC20160827,,
9/1/2016,22:06,9/1/16 22:06,3D9.1BF2560E3A,FMS,COR,118.13,R,Y,GC05,Submersible,GC20160827,,
9/1/2016,22:19,9/1/16 22:19,3DD.003BCB34B1,FMS,COR,117.65,L,Y,GC05,Submersible,GC20160827,,
9/1/2016,22:20,9/1/16 22:20,384.36F2B25072,FMS,COR,117.92,L,Y,GS02,Submersible,GC20160827,,
9/1/2016,22:48,9/1/16 22:48,3DD.003BCB38A0,FMS,COR,117.72,R,Y,GS02,Submersible,GC20160827,,
9/1/2016,22:52,9/1/16 22:52,3DD.003BA04CA1,FMS,COR,117.92,L,Y,GC04,Submersible,GC20160827,,
9/1/2016,22:53,9/1/16 22:53,3DD.003BCB38AA,FMS,COR,118.21,L,Y,GC04,Submersible,GC20160827,,
9/1/2016,22:54,9/1/16 22:54,3DD.003BEFDE9E,FMS,COR,118.54,L,Y,GC04,Submersible,GC20160827,,
9/1/2016,23:00,9/1/16 23:00,3D9.1C2D157AD5,HBC,COR,118.54,L,Y,GC05,Submersible,GC20160827,,
9/1/2016,23:28,9/1/16 23:28,3DD.003BCAB068,FMS,COR,117.65,L,Y,GC02,Submersible,GC20160827,,
9/1/2016,23:29,9/1/16 23:29,3DD.003B9C2A89,FMS,COR,118.13,R,Y,GC02,Submersible,GC20160827,,
9/1/2016,23:49,9/1/16 23:49,3DD.003BCB34A1,FMS,COR,118.54,L,Y,GC02,Submersible,GC20160827,,
9/2/2016,0:22,9/2/16 0:22,3DD.003BCB34D1,FMS,COR,118.13,R,Y,GC02,Submersible,GC20160827,,
9/2/2016,0:27,9/2/16 0:27,3DD.003BCA6095,FMS,COR,117.72,R,Y,GC02,Submersible,GC20160827,,
9/2/2016,1:28,9/2/16 1:28,3DD.003BEFDC2A,FMS,COR,117.65,L,Y,GC03,Submersible,GC20160827,,
9/2/2016,1:33,9/2/16 1:33,3DD.003B9C2A7F,FMS,COR,117.72,R,Y,GC07,Submersible,GC20160827,,
9/2/2016,1:37,9/2/16 1:37,3DD.003B9C2CAB,FMS,COR,118.13,R,Y,GC02,Submersible,GC20160827,,
9/2/2016,2:13,9/2/16 2:13,3DD.003BC8A7BE,FMS,COR,118.54,L,Y,GC04,Submersible,GC20160827,,
9/2/2016,2:19,9/2/16 2:19,384.36F2B2A399,FMS,COR,118.54,L,Y,GC02,Submersible,GC20160827,,
9/2/2016,2:27,9/2/16 2:27,3DD.003BA05800,FMS,COR,118.13,R,Y,GC04,Submersible,GC20160827,,
9/2/2016,5:09,9/2/16 5:09,3DD.003BCAA642,FMS,COR,118.54,L,Y,GC07,Submersible,GC20160827,,
9/2/2016,5:25,9/2/16 5:25,3D9.1C2D3D7E92,HBC,COR,118.58,R,Y,GC02,Submersible,GC20160827,,
9/2/2016,5:26,9/2/16 5:26,3DD.003BCB363E,FMS,COR,118.54,L,Y,GC02,Submersible,GC20160827,,
9/2/2016,7:31,9/2/16 7:31,3DD.003BCA60B5,FMS,COR,118.58,R,Y,GC02,Submersible,GC20160827,,
9/2/2016,17:45,9/2/16 17:45,3DD.003BA07E31,UNK,COR,120.11,L,Y,GC02,Submersible,GC20160827,,
9/2/2016,17:46,9/2/16 17:46,3DD.003BCA6108,FMS,COR,119.62,L,Y,GC07,Submersible,GC20160827,,
9/2/2016,18:00,9/2/16 18:00,3DD.003BA21D28,FMS,COR,120.12,R,Y,GC05,Submersible,GC20160827,,
9/2/2016,18:13,9/2/16 18:13,384.36F2B252D0,FMS,COR,119.62,L,Y,GC02,Submersible,GC20160827,,
9/2/2016,18:13,9/2/16 18:13,3DD.003BA20DFD,FMS,COR,120.11,L,Y,GC04,Submersible,GC20160827,,
9/2/2016,18:14,9/2/16 18:14,384.36F2B2559D,FMS,COR,120.11,L,Y,GC04,Submersible,GC20160827,,
9/2/2016,18:18,9/2/16 18:18,3DD.003BEFE23F,FMS,COR,120.48,R,Y,GC02,Submersible,GC20160827,,
9/2/2016,18:43,9/2/16 18:43,3DD.003BCA6117,FMS,COR,120.11,L,Y,GC02,Submersible,GC20160827,,
9/2/2016,18:54,9/2/16 18:54,3D9.1C2D269E5A,FMS,COR,120.11,L,Y,GC02,Submersible,GC20160827,,
9/2/2016,18:54,9/2/16 18:54,3DD.003BEFDED3,FMS,COR,120.48,R,Y,GC06,Submersible,GC20160827,,
9/2/2016,18:55,9/2/16 18:55,3DD.003BA20DCF,UNK,COR,120.48,R,Y,GC02,Submersible,GC20160827,,
9/2/2016,19:57,9/2/16 19:57,3DD.003BCA893E,FMS,COR,119.61,R,Y,GC03,Submersible,GC20160827,,
9/2/2016,20:27,9/2/16 20:27,3DD.003BCA6635,FMS,COR,120.11,L,Y,GS01,Submersible,GC20160827,,
9/2/2016,21:23,9/2/16 21:23,3DD.003BCAA31F,FMS,COR,120.25,R,Y,GS01,Submersible,GC20160827,,
9/2/2016,22:48,9/2/16 22:48,3DD.003BEFDC15,FMS,COR,120.11,L,Y,GC03,Submersible,GC20160827,,
9/2/2016,23:11,9/2/16 23:11,3DD.003BA07E24,UNK,COR,120.48,R,Y,GC03,Submersible,GC20160827,,
9/2/2016,23:41,9/2/16 23:41,3D9.1C2D0433BC,HBC,COR,119.61,R,Y,GS01,Submersible,GC20160827,,
9/2/2016,23:46,9/2/16 23:46,3DD.003BCB3F01,FMS,COR,120.11,L,Y,GS01,Submersible,GC20160827,,
9/3/2016,0:22,9/3/16 0:22,3D9.1C2D150DD7,HBC,COR,120.11,L,Y,GS02,Submersible,GC20160827,,
9/3/2016,1:11,9/3/16 1:11,3D9.1C2D261ACB,HBC,COR,120.11,L,Y,GS01,Submersible,GC20160827,,
9/3/2016,1:17,9/3/16 1:17,3DD.003BCAB44B,FMS,COR,120.11,L,Y,GS02,Submersible,GC20160827,,
9/3/2016,1:39,9/3/16 1:39,3DD.003BCA6031,FMS,COR,120.11,L,Y,GC03,Submersible,GC20160827,,
9/3/2016,2:09,9/3/16 2:09,3DD.003BA0349D,FMS,COR,120.48,R,Y,GC03,Submersible,GC20160827,,
9/3/2016,3:08,9/3/16 3:08,384.1B796B1E9D,FMS,COR,120.25,R,Y,GC02,Submersible,GC20160827,,
9/3/2016,3:23,9/3/16 3:23,3DD.003BCB34E9,FMS,COR,120.12,R,Y,GC03,Submersible,GC20160827,,
9/3/2016,3:28,9/3/16 3:28,3DD.003BA21F27,FMS,COR,120.25,R,Y,GS02,Submersible,GC20160827,,
9/3/2016,4:26,9/3/16 4:26,384.3B23998AAA,FMS,COR,120.48,R,Y,GS01,Submersible,GC20160827,,
9/3/2016,4:37,9/3/16 4:37,384.1B796BB221,FMS,COR,120.25,R,Y,GC02,Submersible,GC20160827,,
9/3/2016,5:50,9/3/16 5:50,3D9.1C2D8B02EF,FMS,COR,119.61,R,Y,GC02,Submersible,GC20160827,,
9/3/2016,6:16,9/3/16 6:16,3DD.003BCA5E6F,FMS,COR,120.12,R,Y,GS02,Submersible,GC20160827,,
9/3/2016,17:48,9/3/16 17:48,3DD.003BCA84E4,FMS,COR,128.27,L,Y,GC03,Submersible,GC20160827,,
9/3/2016,17:48,9/3/16 17:48,3DD.003BCA8525,FMS,COR,128.27,L,Y,GC07,Submersible,GC20160827,,
9/3/2016,17:51,9/3/16 17:51,3DD.003BCA5BC5,FMS,COR,128.3,L,Y,GC03,Submersible,GC20160827,,
9/3/2016,17:51,9/3/16 17:51,3DD.003BCA8526,FMS,COR,128.27,L,Y,GS01,Submersible,GC20160827,,
9/3/2016,17:53,9/3/16 17:53,3DD.003BCB38BF,FMS,COR,128.27,L,Y,GC05,Submersible,GC20160827,,
9/3/2016,17:54,9/3/16 17:54,3DD.003BA023E3,FMS,COR,127.83,L,Y,GC02,Submersible,GC20160827,,
9/3/2016,17:58,9/3/16 17:58,384.36F2B2A07B,FMS,COR,128.27,L,Y,GC03,Submersible,GC20160827,,
9/3/2016,18:15,9/3/16 18:15,3DD.003BCA8527,FMS,COR,128.27,L,Y,GC03,Submersible,GC20160827,,
9/3/2016,18:18,9/3/16 18:18,3D9.1BF2560076,FMS,COR,128.27,L,Y,GC02,Submersible,GC20160827,,
9/3/2016,18:22,9/3/16 18:22,3DD.003BCA9F46,FMS,COR,128.3,L,Y,GC07,Submersible,GC20160827,,
9/3/2016,18:25,9/3/16 18:25,3DD.003BA20E0C,UNK,COR,128.27,L,Y,GS02,Submersible,GC20160827,,
9/3/2016,18:27,9/3/16 18:27,3DD.003BCAA724,FMS,COR,128.27,L,Y,GS02,Submersible,GC20160827,,
9/3/2016,18:51,9/3/16 18:51,3DD.003BA045A3,FMS,COR,128.27,L,Y,GC06,Submersible,GC20160827,,
9/3/2016,19:12,9/3/16 19:12,384.1B796A42C3,HBC,COR,128.27,L,Y,GC03,Submersible,GC20160827,,
9/3/2016,19:13,9/3/16 19:13,3DD.003BCA84FC,FMS,COR,128.27,L,Y,GS02,Submersible,GC20160827,,
9/3/2016,19:26,9/3/16 19:26,3DD.003BCAA724,FMS,COR,128.3,L,Y,GC03,Submersible,GC20160827,,
9/3/2016,20:53,9/3/16 20:53,3DD.003BCA896A,FMS,COR,128.3,L,Y,GC02,Submersible,GC20160827,,
9/3/2016,21:04,9/3/16 21:04,3DD.003B9C2C68,FMS,COR,128.27,L,Y,GC03,Submersible,GC20160827,,
9/3/2016,22:47,9/3/16 22:47,3D9.1C2C8744BB,HBC,COR,128.3,L,Y,GC03,Submersible,GC20160827,,
9/3/2016,23:15,9/3/16 23:15,3DD.003BCB4296,FMS,COR,127.3,R,Y,GC03,Submersible,GC20160827,,
9/4/2016,1:45,9/4/16 1:45,384.1B796A4088,FMS,COR,128.3,L,Y,GC03,Submersible,GC20160827,,
9/4/2016,1:56,9/4/16 1:56,3DD.003BCB34A1,FMS,COR,128.27,L,Y,GC02,Submersible,GC20160827,,
9/4/2016,2:02,9/4/16 2:02,3DD.003BA049E5,FMS,COR,127.83,L,Y,GC03,Submersible,GC20160827,,
9/4/2016,3:26,9/4/16 3:26,3DD.003BCA850D,FMS,COR,127.83,L,Y,GC02,Submersible,GC20160827,,
9/4/2016,4:23,9/4/16 4:23,3DD.003BCA84FC,FMS,COR,128.3,L,Y,GC02,Submersible,GC20160827,,
9/4/2016,4:37,9/4/16 4:37,3D9.1C2D8C8878,HBC,COR,128.3,L,Y,GC06,Submersible,GC20160827,,
9/4/2016,5:25,9/4/16 5:25,3DD.003BCA84CE,FMS,COR,127.83,L,Y,GC02,Submersible,GC20160827,,
9/4/2016,5:32,9/4/16 5:32,3DD.003BA04E55,FMS,COR,126.75,L,Y,GC02,Submersible,GC20160827,,
9/4/2016,18:59,9/4/16 18:59,3DD.003BCA9F19,FMS,COR,141.25,L,Y,GC03,Submersible,GC20160827,,
9/4/2016,19:39,9/4/16 19:39,3DD.003BA07E98,UNK,COR,141.25,L,Y,GC07,Submersible,GC20160827,,
9/4/2016,19:44,9/4/16 19:44,3DD.003BA05804,FMS,COR,141.11,R,Y,GS01,Submersible,GC20160827,,
9/4/2016,19:58,9/4/16 19:58,3DD.003BCA8DF8,FMS,COR,140.47,L,Y,GC06,Submersible,GC20160827,,
9/5/2016,0:22,9/5/16 0:22,3DD.003BCAA60D,FMS,COR,140.47,L,Y,GS02,Submersible,GC20160827,,
9/5/2016,1:23,9/5/16 1:23,3DD.003BCAA68C,FMS,COR,140.47,L,Y,GC03,Submersible,GC20160827,,
9/5/2016,1:29,9/5/16 1:29,3DD.003B9C2A7F,FMS,COR,140.28,L,Y,GC05,Submersible,GC20160827,,
9/5/2016,2:38,9/5/16 2:38,3DD.003BCAA3ED,HBC,COR,140.47,L,Y,GC03,Submersible,GC20160827,,
9/5/2016,17:08,9/5/16 17:08,3DD.003BA07F47,HBC,COR,157.74,L,Y,GC04,Submersible,GC20160827,,
9/5/2016,17:09,9/5/16 17:09,3D9.1C2DA449CC,HBC,COR,158,R,Y,GS02,Submersible,GC20160827,,
9/5/2016,17:19,9/5/16 17:19,3DD.003BCB8BB6,HBC,COR,158,R,Y,GC06,Submersible,GC20160827,,
9/5/2016,17:20,9/5/16 17:20,384.1B796AB681,HBC,COR,158,R,Y,GS01,Submersible,GC20160827,,
9/5/2016,17:20,9/5/16 17:20,3DD.003BCA67A2,FMS,COR,158,R,Y,GC05,Submersible,GC20160827,,
9/5/2016,17:20,9/5/16 17:20,3DD.003BCA81F6,FMS,COR,158,R,Y,GC06,Submersible,GC20160827,,
9/5/2016,17:24,9/5/16 17:24,3D9.1C2D2664FE,HBC,COR,158,R,Y,GC05,Submersible,GC20160827,,
9/5/2016,17:26,9/5/16 17:26,3D9.1C2D9ABE2D,HBC,COR,157.74,L,Y,GC06,Submersible,GC20160827,,
9/5/2016,17:28,9/5/16 17:28,3DD.003BCA84CB,FMS,COR,158,R,Y,GS01,Submersible,GC20160827,,
9/5/2016,17:31,9/5/16 17:31,3DD.003BCB8C94,HBC,COR,157.74,L,Y,GS01,Submersible,GC20160827,,
9/5/2016,17:32,9/5/16 17:32,3DD.003BCB8C15,HBC,COR,158.55,L,Y,GC06,Submersible,GC20160827,,
9/5/2016,17:41,9/5/16 17:41,3DD.003BCA851C,FMS,COR,158,R,Y,GS01,Submersible,GC20160827,,
9/5/2016,17:45,9/5/16 17:45,3DD.003BCAA6C0,FMS,COR,158,R,Y,GC02,Submersible,GC20160827,,
9/5/2016,17:46,9/5/16 17:46,3D9.1C2D9AF9B7,HBC,COR,158,R,Y,GC02,Submersible,GC20160827,,
9/5/2016,17:53,9/5/16 17:53,3DD.003BCB8BD6,HBC,COR,157.74,L,Y,GC06,Submersible,GC20160827,,
9/5/2016,17:55,9/5/16 17:55,3DD.003BA2F80D,HBC,COR,158,R,Y,GC02,Submersible,GC20160827,,
9/5/2016,17:59,9/5/16 17:59,3D9.1C2DA5558F,HBC,COR,157.74,L,Y,GC07,Submersible,GC20160827,,
9/5/2016,18:01,9/5/16 18:01,3DD.003BA08D75,FMS,COR,158.19,L,Y,GC07,Submersible,GC20160827,,
9/5/2016,18:01,9/5/16 18:01,3DD.003BCAA1DA,FMS,COR,158,R,Y,GC07,Submersible,GC20160827,,
9/5/2016,18:09,9/5/16 18:09,3DD.003BA20E31,FMS,COR,157.74,L,Y,GC07,Submersible,GC20160827,,
9/5/2016,18:11,9/5/16 18:11,3DD.003BCB8BD4,HBC,COR,158,R,Y,GC03,Submersible,GC20160827,,
9/5/2016,18:13,9/5/16 18:13,3DD.003BCB8CB0,HBC,COR,158.18,L,Y,GC07,Submersible,GC20160827,,
9/5/2016,18:15,9/5/16 18:15,3DD.003B9C2A95,FMS,COR,158,R,Y,GS01,Submersible,GC20160827,,
9/5/2016,18:17,9/5/16 18:17,3DD.003BCAA815,FMS,COR,158,R,Y,GC07,Submersible,GC20160827,,
9/5/2016,18:24,9/5/16 18:24,3DD.003BCB3568,FMS,COR,158.55,L,Y,GC05,Submersible,GC20160827,,
9/5/2016,18:36,9/5/16 18:36,3DD.003BCB35AF,FMS,COR,158.55,L,Y,GS01,Submersible,GC20160827,,
9/5/2016,19:00,9/5/16 19:00,3DD.003BB9AF0F,HBC,COR,158.55,L,Y,GC06,Submersible,GC20160827,,
9/5/2016,19:04,9/5/16 19:04,3D9.1C2D9ABE2D,HBC,COR,158,R,Y,GS01,Submersible,GC20160827,,
9/5/2016,19:07,9/5/16 19:07,3DD.003B9C2C7F,FMS,COR,158,R,Y,GC05,Submersible,GC20160827,,
9/5/2016,19:10,9/5/16 19:10,3DD.003BCB8C5A,HBC,COR,158.39,R,Y,GS01,Submersible,GC20160827,,
9/5/2016,19:38,9/5/16 19:38,3DD.003BCB8C2F,HBC,HAV,,,Y,GC03,Submersible,GC20160827,,
9/5/2016,19:43,9/5/16 19:43,3DD.003BCB8C27,HBC,HAV,,,Y,GC06,Submersible,GC20160827,,
9/5/2016,20:08,9/5/16 20:08,3D9.1BF1D888CE,UNK,COR,157.74,L,Y,GC05,Submersible,GC20160827,,
9/5/2016,20:13,9/5/16 20:13,3D9.1C2D9B082E,HBC,HAV,,,Y,GC05,Submersible,GC20160827,,
9/5/2016,20:34,9/5/16 20:34,3DD.003BCB8BFD,HBC,HAV,,,Y,GC05,Submersible,GC20160827,,
9/5/2016,20:44,9/5/16 20:44,3D9.1C2D3C75FC,FMS,COR,158,R,Y,GS02,Submersible,GC20160827,,
9/5/2016,20:48,9/5/16 20:48,3DD.003B9C2A65,FMS,COR,158,R,Y,GC05,Submersible,GC20160827,,
9/5/2016,21:10,9/5/16 21:10,3DD.003BCA84DD,FMS,COR,158,R,Y,GS01,Submersible,GC20160827,,
9/5/2016,21:38,9/5/16 21:38,3DD.003BCB8CAB,HBC,HAV,,,Y,GC05,Submersible,GC20160827,,
9/5/2016,21:47,9/5/16 21:47,3D9.1C2DE222DB,HBC,COR,158.55,L,Y,GC05,Submersible,GC20160827,,
9/5/2016,21:57,9/5/16 21:57,3DD.003BA21EE1,FMS,COR,158.19,L,Y,GC05,Submersible,GC20160827,,
9/5/2016,22:14,9/5/16 22:14,3DD.003B9C2A9E,CRP,COR,158,R,Y,GS02,Submersible,GC20160827,,
9/5/2016,22:36,9/5/16 22:36,3DD.003B9C2AA1,FMS,COR,158.55,L,Y,GC05,Submersible,GC20160827,,
9/5/2016,22:42,9/5/16 22:42,3DD.003BA04A86,FMS,HAV,,,Y,GC05,Submersible,GC20160827,,
9/5/2016,22:56,9/5/16 22:56,3DD.003BCF2B52,FMS,HAV,,,Y,GC05,Submersible,GC20160827,,
9/5/2016,23:01,9/5/16 23:01,3DD.003BB9AEEF,HBC,HAV,,,Y,GS02,Submersible,GC20160827,,
9/5/2016,23:33,9/5/16 23:33,3DD.003BA2F8B8,HBC,HAV,,,Y,GS02,Submersible,GC20160827,,
9/5/2016,23:34,9/5/16 23:34,3DD.003BCA67B6,FMS,COR,158,R,Y,GC05,Submersible,GC20160827,,
9/6/2016,0:06,9/6/16 0:06,384.1B796A449E,FMS,HAV,,,Y,GS02,Submersible,GC20160827,,
9/6/2016,0:20,9/6/16 0:20,3D9.1C2D999B35,HBC,COR,158.39,R,Y,GC05,Submersible,GC20160827,,
9/6/2016,0:23,9/6/16 0:23,3D9.1C2D99CA59,HBC,HAV,,,Y,GS01,Submersible,GC20160827,,
9/6/2016,0:25,9/6/16 0:25,3DD.003BCB8CA8,HBC,COR,158.19,L,Y,GS01,Submersible,GC20160827,,
9/6/2016,0:30,9/6/16 0:30,3DD.003BCB8C9E,HBC,COR,157.74,L,Y,GS02,Submersible,GC20160827,,
9/6/2016,0:34,9/6/16 0:34,3DD.003BA20F07,UNK,HAV,,,Y,GS01,Submersible,GC20160827,,
9/6/2016,0:44,9/6/16 0:44,3DD.003BA0586E,FMS,HAV,,,Y,GC03,Submersible,GC20160827,,
9/6/2016,0:49,9/6/16 0:49,3DD.003BCAA196,FMS,HAV,,,Y,GC04,Submersible,GC20160827,,
9/6/2016,0:53,9/6/16 0:53,3DD.003BA21B09,FMS,HAV,,,Y,GC03,Submersible,GC20160827,,
9/6/2016,1:19,9/6/16 1:19,3DD.003BB9AF16,HBC,COR,158.18,L,Y,GS02,Submersible,GC20160827,,
9/6/2016,1:45,9/6/16 1:45,3DD.003BCA8165,FMS,HAV,,,Y,GS02,Submersible,GC20160827,,
9/6/2016,2:36,9/6/16 2:36,3DD.003BCA5BFF,BNT,COR,158.55,L,Y,GS01,Submersible,GC20160827,,
9/6/2016,2:53,9/6/16 2:53,384.36F2B28A12,UNK,HAV,,,Y,GS01,Submersible,GC20160827,,
9/6/2016,3:01,9/6/16 3:01,3D9.1C2DE1FD0A,HBC,HAV,,,Y,GS01,Submersible,GC20160827,,
9/6/2016,3:34,9/6/16 3:34,3D9.1C2D26A48E,HBC,HAV,,,Y,GS01,Submersible,GC20160827,,
9/6/2016,3:49,9/6/16 3:49,3DD.003BCA84CB,FMS,COR,157.74,L,Y,GS01,Submersible,GC20160827,,
9/6/2016,4:00,9/6/16 4:00,3DD.003BA2F95A,HBC,HAV,,,Y,GS01,Submersible,GC20160827,,
9/6/2016,4:10,9/6/16 4:10,3DD.003BCB35B2,FMS,HAV,,,Y,GC07,Submersible,GC20160827,,
9/6/2016,4:15,9/6/16 4:15,3D9.1BF255F9C9,FMS,HAV,,,Y,GC04,Submersible,GC20160827,,
9/6/2016,4:56,9/6/16 4:56,3DD.003BCB34D8,FMS,HAV,,,Y,GS01,Submersible,GC20160827,,
9/6/2016,5:45,9/6/16 5:45,3DD.003BB9A88D,HBC,HAV,,,Y,GS01,Submersible,GC20160827,,
9/6/2016,5:47,9/6/16 5:47,384.1B796A155F,FMS,HAV,,,Y,GC02,Submersible,GC20160827,,
9/6/2016,6:08,9/6/16 6:08,3DD.003BCAC97D,FMS,HAV,,,Y,GC02,Submersible,GC20160827,,
9/6/2016,6:17,9/6/16 6:17,3DD.003BCA677C,FMS,COR,158.19,L,Y,GS01,Submersible,GC20160827,,
9/6/2016,6:38,9/6/16 6:38,3DD.003BB9AF1B,HBC,HAV,,,Y,GS01,Submersible,GC20160827,,
9/6/2016,18:00,9/6/16 18:00,3D9.1C2D26122D,HBC,COR,168.92,R,Y,GS01,Submersible,GC20160827,,
9/6/2016,18:01,9/6/16 18:01,3DD.003BEFE2FD,FMS,COR,169.39,L,Y,GS01,Submersible,GC20160827,,
9/6/2016,18:03,9/6/16 18:03,3DD.003BEFDD64,FMS,COR,169.75,R,Y,GC07,Submersible,GC20160827,,
9/6/2016,18:16,9/6/16 18:16,3DD.003BA02726,FMS,COR,169.75,R,Y,GC02,Submersible,GC20160827,,
9/6/2016,18:55,9/6/16 18:55,3DD.003BEFDD65,FMS,COR,168.92,R,Y,GC03,Submersible,GC20160827,,
9/6/2016,18:56,9/6/16 18:56,3DD.003BCA88AE,FMS,COR,169.75,R,Y,GS01,Submersible,GC20160827,,
9/6/2016,20:14,9/6/16 20:14,384.36F2B24549,FMS,COR,170.13,R,Y,GC03,Submersible,GC20160827,,
9/6/2016,20:57,9/6/16 20:57,3DD.003BCAA722,FMS,COR,168.92,R,Y,GC03,Submersible,GC20160827,,
9/6/2016,21:30,9/6/16 21:30,3DD.003BCA88CE,FMS,COR,169.75,R,Y,GC03,Submersible,GC20160827,,
9/6/2016,23:16,9/6/16 23:16,3D9.1BF252F5F9,FMS,COR,170.13,R,Y,GC03,Submersible,GC20160827,,
9/7/2016,0:34,9/7/16 0:34,3DD.003BCA88CD,FMS,COR,170.13,R,Y,GC03,Submersible,GC20160827,,
