ACCESS_FISH_ID,error correction,TRIP_ID,START_DATE,RIVER_CODE,GEAR_CODE,SPECIES_CODE,TOTAL_LENGTH,PITTAG,DATASHEET_SAMPLE_ID,WEIGHT,STATION_ID,START_RM,SAMPLE_NOTES,BH notes,SEX_CODE,SEX_COND_CODE,SEX_CHAR_CODE,DISPOSITION_CODE
267220,x,SHI20150830,09/05/2015,SHI,HB,FMS,407,3DD.003BA20E2F,H50,505,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267216,x,SHI20150830,09/05/2015,SHI,HB,FMS,314,3DD.003BA20E30,H48,230,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267129,x,SHI20150830,09/04/2015,SHI,HB,FMS,346,3DD.003BA20E31,H32,315,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267222,x,SHI20150830,09/05/2015,SHI,HB,FMS,380,3DD.003BA20E32,H50,390,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,C,RA
267169,x,SHI20150830,09/04/2015,SHI,HB,FMS,318,3DD.003BA20E33,H35,260,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267275,x,SHI20150830,09/05/2015,SHI,HB,FMS,320,3DD.003BA20E34,H58,285,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267090,x,SHI20150830,09/04/2015,SHI,HB,FMS,282,3DD.003BA20E35,H27,175,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267175,x,SHI20150830,09/04/2015,SHI,HB,FMS,400,3DD.003BA20E36,H36,505,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267135,x,SHI20150830,09/05/2015,SHI,HB,FMS,460,3DD.003BA20E37,H55,740,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267196,x,SHI20150830,09/05/2015,SHI,HB,FMS,362,3DD.003BA20E38,H42,385,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,M,R,T,RA
267116,x,SHI20150830,09/05/2015,SHI,HB,FMS,317,3DD.003BA20E39,H43,260,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267131,x,SHI20150830,09/04/2015,SHI,HB,FMS,305,3DD.003BA20E3A,H26,205,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
250065,x,SHI20190620,06/20/2019,COR,HB,FMS,460,3DD.003BA20E3B,H6,608,1,109,"RM 109, RR",fixed river mile,U,N,C,RA
267233,x,SHI20150830,09/05/2015,SHI,HB,FMS,446,3DD.003BA20E3B,H53,720,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,C,RA
267164,x,SHI20150830,09/04/2015,SHI,HB,FMS,337,3DD.003BA20E3C,H33,290,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267203,x,SHI20150830,09/05/2015,SHI,HB,FMS,331,3DD.003BA20E3E,H47,305,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267074,x,SHI20150830,09/04/2015,SHI,HB,FMS,280,3DD.003BA20E3F,H25,200,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267161,x,SHI20150830,09/04/2015,SHI,HB,FMS,412,3DD.003BA20E40,H33,520,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267073,x,SHI20150830,09/04/2015,SHI,HB,FMS,283,3DD.003BA20E41,H25,190,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267273,x,SHI20150830,09/05/2015,SHI,HB,FMS,282,3DD.003BA20E42,H57,155,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
255985,,SHI20180602,06/22/2018,COR,HB,FMS,410,3DD.003BA20E43,H22,,1089,108.9,LEFT,,U,N,C,RA
267101,x,SHI20150830,09/04/2015,SHI,HB,FMS,283,3DD.003BA20E43,H29,190,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267259,x,SHI20150830,09/05/2015,SHI,HB,FMS,420,3DD.003BA20E44,H56,500,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,C,RA
267211,x,SHI20150830,09/05/2015,SHI,HB,FMS,437,3DD.003BA20E45,H48,685,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,C,RA
267127,x,SHI20150830,09/04/2015,SHI,HB,FMS,417,3DD.003BA20E46,H32,450,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267212,x,SHI20150830,09/05/2015,SHI,HB,FMS,415,3DD.003BA20E48,H48,570,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,M,R,B,RA
267088,x,SHI20150830,09/04/2015,SHI,HB,FMS,334,3DD.003BA20E49,H26,290,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267102,x,SHI20150830,09/04/2015,SHI,HB,FMS,372,3DD.003BA20E4A,H29,365,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267179,x,SHI20150830,09/04/2015,SHI,HB,FMS,312,3DD.003BA20E4B,H37,200,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267130,x,SHI20150830,09/04/2015,SHI,HB,FMS,380,3DD.003BA20E4C,H32,415,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267084,x,SHI20150830,09/04/2015,SHI,HB,FMS,330,3DD.003BA20E4D,H26,290,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267192,x,SHI20150830,09/05/2015,SHI,HB,FMS,434,3DD.003BA20E4E,H42,745,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,C,RA
267230,x,SHI20150830,09/05/2015,SHI,HB,FMS,321,3DD.003BA20E4F,H50,265,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267229,x,SHI20150830,09/05/2015,SHI,HB,FMS,333,3DD.003BA20E50,H50,270,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267126,x,SHI20150830,09/04/2015,SHI,HB,FMS,392,3DD.003BA20E51,H32,415,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267091,x,SHI20150830,09/04/2015,SHI,HB,FMS,345,3DD.003BA20E52,H27,315,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267108,x,SHI20150830,09/04/2015,SHI,HB,FMS,406,3DD.003BA20E53,H31,530,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267081,x,SHI20150830,09/04/2015,SHI,HB,FMS,454,3DD.003BA20E54,H26,665,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267124,x,SHI20150830,09/04/2015,SHI,HB,FMS,355,3DD.003BA20E55,H31,360,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,M,R,T,RA
267252,x,SHI20150830,09/05/2015,SHI,HB,FMS,353,3DD.003BA20E55,H56,345,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,M,R,T,RA
267160,x,SHI20150830,09/04/2015,SHI,HB,FMS,405,3DD.003BA20E56,H33,480,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267060,x,SHI20150830,09/04/2015,SHI,HB,FMS,400,3DD.003BA20E57,H24,470,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267075,x,SHI20150830,09/04/2015,SHI,HB,FMS,327,3DD.003BA20E58,H25,250,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267107,x,SHI20150830,09/04/2015,SHI,HB,FMS,422,3DD.003BA20E59,H31,685,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267106,x,SHI20150830,09/04/2015,SHI,HB,FMS,365,3DD.003BA20E5A,H31,380,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267178,x,SHI20150830,09/04/2015,SHI,HB,FMS,463,3DD.003BA20E5B,H37,735,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,C,RA
267166,x,SHI20150830,09/04/2015,SHI,HB,FMS,385,3DD.003BA20E5D,H35,450,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267089,x,SHI20150830,09/04/2015,SHI,HB,FMS,347,3DD.003BA20E5E,H26,315,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267058,x,SHI20150830,09/04/2015,SHI,HB,FMS,480,3DD.003BA20E5F,H23,750,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267096,x,SHI20150830,09/04/2015,SHI,HB,FMS,309,3DD.003BA20E60,H28,225,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267193,x,SHI20150830,09/05/2015,SHI,HB,FMS,306,3DD.003BA20E60,H42,210,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267167,x,SHI20150830,09/04/2015,SHI,HB,FMS,446,3DD.003BA20E61,H35,660,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267194,x,SHI20150830,09/05/2015,SHI,HB,FMS,441,3DD.003BA20E61,H42,635,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,T,RA
267180,x,SHI20150830,09/04/2015,SHI,HB,FMS,427,3DD.003BA20E62,H37,575,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267315,x,SHI20150609,06/14/2015,COR,HB,FMS,473,3DD.003BA20E63,H5,895,1,108.5,"MILE108.5 RIVER R 
INSCRIPTION CAMP",fixed river mile,M,N,T,RA
267173,x,SHI20150830,09/04/2015,SHI,HB,FMS,370,3DD.003BA20E64,H36,400,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267163,x,SHI20150830,09/04/2015,SHI,HB,FMS,375,3DD.003BA20E65,H33,475,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267485,,SHI20150609,06/16/2015,COR,HB,FMS,345,3DD.003BA20E66,H15,345,3,,OFF BACCHARIS IN SCHIST RIVER LEFT,,U,N,N,RA
267551,x,SHI20150609,06/15/2015,COR,HB,FMS,395,3DD.003BA20E67,H2,465,2,108.7,MILE108.7 RIVER RIGHT,fixed river mile,M,N,B,RA
267726,x,SHI20150609,06/15/2015,COR,HB,FMS,361,3DD.003BA20E68,H15,370,2,108.9,"MILE 108.9 RIVER L
OFF GRASS BELOW HBC CAMP",fixed river mile,U,N,N,RA
267633,x,SHI20150609,06/15/2015,COR,HB,FMS,353,3DD.003BA20E69,M10,345,2,108.8,"MILE108.8 RIVER RIGHT
OFF TAMRAM IN FIN AT TOP OF HBC CAMP COVE",fixed river mile,U,N,N,RA
267620,,SHI20150609,06/15/2015,COR,HB,FMS,385,3DD.003BA20E6A,H6,376,2,,,,M,N,T,RA
267725,x,SHI20150609,06/15/2015,COR,HB,FMS,435,3DD.003BA20E6B,H15,645,2,108.9,"MILE 108.9 RIVER L
OFF GRASS BELOW HBC CAMP",fixed river mile,F,N,N,RA
267738,x,SHI20150609,06/15/2015,COR,HB,FMS,391,3DD.003BA20E6C,H16,490,2,108.9,"MILE108.9 RIVER LEFT
OFF BACCHORIS BELOW HBC CAMP",fixed river mile,U,N,N,RA
267733,x,SHI20150609,06/15/2015,COR,HB,FMS,398,3DD.003BA20E6E,H16,545,2,108.9,"MILE108.9 RIVER LEFT
OFF BACCHORIS BELOW HBC CAMP",fixed river mile,U,N,N,RA
267027,x,SHI20150830,09/03/2015,SHI,HB,FMS,395,3DD.003BA20E6F,H17,500,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267574,x,SHI20150609,06/15/2015,COR,HB,FMS,434,3DD.003BA20E70,H4,635,2,108.7,"MILE108.7 RIVER RIGHT
UPSTRAM NET IN COVE BELOW H3 SAND SPIT",fixed river mile,M,N,B,RA
267636,x,SHI20150609,06/15/2015,COR,HB,FMS,377,3DD.003BA20E71,H11,400,2,108.7,"MILE108.7 RIVER L
FIRST COVE BELOW BASS CABLES UPSTREAM SET",fixed river mile,M,N,T,RA
267561,x,SHI20150609,06/15/2015,COR,HB,FMS,375,3DD.003BA20E72,H3,435,2,108.7,"MILE 108.7 RIVER RIGHT
SMALL SPIT OF SAND ON SCHIST",fixed river mile,U,N,N,RA
267639,x,SHI20150609,06/15/2015,COR,HB,FMS,327,3DD.003BA20E73,H11,300,2,108.7,"MILE108.7 RIVER L
FIRST COVE BELOW BASS CABLES UPSTREAM SET",fixed river mile,U,N,N,RA
267621,,SHI20150609,06/15/2015,COR,HB,FMS,422,3DD.003BA20E74,H6,570,2,,,,U,N,N,RA
267572,x,SHI20150609,06/15/2015,COR,HB,FMS,346,3DD.003BA20E75,H4,340,2,108.7,"MILE108.7 RIVER RIGHT
UPSTRAM NET IN COVE BELOW H3 SAND SPIT",fixed river mile,U,N,N,RA
267573,x,SHI20150609,06/15/2015,COR,HB,FMS,395,3DD.003BA20E75,H4,470,2,108.7,"MILE108.7 RIVER RIGHT
UPSTRAM NET IN COVE BELOW H3 SAND SPIT",fixed river mile,M,N,T,RA
267484,,SHI20150609,06/16/2015,COR,HB,FMS,380,3DD.003BA20E76,H15,430,3,,OFF BACCHARIS IN SCHIST RIVER LEFT,,U,N,N,RA
267567,x,SHI20150609,06/15/2015,COR,HB,FMS,388,3DD.003BA20E78,H4,430,2,108.7,"MILE108.7 RIVER RIGHT
UPSTRAM NET IN COVE BELOW H3 SAND SPIT",fixed river mile,M,N,T,RA
267685,x,SHI20150609,06/16/2015,COR,HB,FMS,355,3DD.003BA20E79,H1,365,3,108.8,"RIVER MILE
HBC CAMP 
UPPER TAMRAM OF CAMP AGAINST SCHIST",fixed river mile,U,N,N,RA
267571,x,SHI20150609,06/15/2015,COR,HB,FMS,350,3DD.003BA20E7A,H4,385,2,108.7,"MILE108.7 RIVER RIGHT
UPSTRAM NET IN COVE BELOW H3 SAND SPIT",fixed river mile,U,N,N,RA
267657,x,SHI20150609,06/15/2015,COR,HB,FMS,380,3DD.003BA20E7B,H18,500,2,109,MILE109 RIVER LEFT,fixed river mile,U,N,N,RA
267732,x,SHI20150609,06/15/2015,COR,HB,FMS,433,3DD.003BA20E7C,H16,595,2,108.9,"MILE108.9 RIVER LEFT
OFF BACCHORIS BELOW HBC CAMP",fixed river mile,U,N,N,RA
267564,x,SHI20150609,06/15/2015,COR,HB,FMS,432,3DD.003BA20E7D,H4,640,2,108.7,"MILE108.7 RIVER RIGHT
UPSTRAM NET IN COVE BELOW H3 SAND SPIT",fixed river mile,U,N,N,RA
267728,x,SHI20150609,06/15/2015,COR,HB,FMS,347,3DD.003BA20E7E,H15,330,2,108.9,"MILE 108.9 RIVER L
OFF GRASS BELOW HBC CAMP",fixed river mile,U,N,N,RA
267232,x,SHI20150830,09/05/2015,SHI,HB,FMS,350,3DD.003BA20E7E,H53,315,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267536,x,SHI20150609,06/15/2015,COR,HB,FMS,377,3DD.003BA20E7F,H2,430,2,108.7,MILE108.7 RIVER RIGHT,fixed river mile,U,N,N,RA
267528,x,SHI20150609,06/15/2015,COR,HB,FMS,406,3DD.003BA20E80,H1,430,2,108.7,"MILE108.7 RIVER RIGHT
SMALL TAMRAMIN COVE DOWNSTREAM OF TRICKLE COVE",fixed river mile,M,N,T,RA
267654,x,SHI20150609,06/15/2015,COR,HB,FMS,420,3DD.003BA20E82,H18,670,2,109,MILE109 RIVER LEFT,fixed river mile,M,N,T,RA
267619,,SHI20150609,06/15/2015,COR,HB,FMS,406,3DD.003BA20E83,H6,695,2,,,,M,R,B,RA
267559,x,SHI20150609,06/15/2015,COR,HB,FMS,388,3DD.003BA20E84,H3,555,2,108.7,"MILE 108.7 RIVER RIGHT
SMALL SPIT OF SAND ON SCHIST",fixed river mile,U,N,N,RA
267700,x,SHI20150609,06/15/2015,COR,HB,FMS,348,3DD.003BA20E86,H5,210,2,108.7,"MILE108.7 RIVER RIGHT
LOWER IN COVE WITH H4 ON SAND WITH BIG TAMRAM",fixed river mile,M,N,T,RA
267555,x,SHI20150609,06/15/2015,COR,HB,FMS,327,3DD.003BA20E87,H2,410,2,108.7,MILE108.7 RIVER RIGHT,fixed river mile,U,N,N,RA
267535,x,SHI20150609,06/15/2015,COR,HB,FMS,405,3DD.003BA20E88,H2,510,2,108.7,MILE108.7 RIVER RIGHT,fixed river mile,M,N,T,RA
267543,x,SHI20150609,06/15/2015,COR,HB,FMS,385,3DD.003BA20E89,H2,520,2,108.7,MILE108.7 RIVER RIGHT,fixed river mile,M,N,T,RA
267549,x,SHI20150609,06/15/2015,COR,HB,FMS,348,3DD.003BA20E8A,H2,325,2,108.7,MILE108.7 RIVER RIGHT,fixed river mile,U,N,N,RA
267730,x,SHI20150609,06/15/2015,COR,HB,FMS,347,3DD.003BA20E8B,H15,370,2,108.9,"MILE 108.9 RIVER L
OFF GRASS BELOW HBC CAMP",fixed river mile,U,N,N,RA
267218,x,SHI20150830,09/05/2015,SHI,HB,FMS,342,3DD.003BA20E8B,H50,330,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267631,x,SHI20150609,06/15/2015,COR,HB,FMS,333,3DD.003BA20E8C,M10,340,2,108.8,"MILE108.8 RIVER RIGHT
OFF TAMRAM IN FIN AT TOP OF HBC CAMP COVE",fixed river mile,U,N,N,RA
267632,x,SHI20150609,06/15/2015,COR,HB,FMS,367,3DD.003BA20E8D,M10,360,2,108.8,"MILE108.8 RIVER RIGHT
OFF TAMRAM IN FIN AT TOP OF HBC CAMP COVE",fixed river mile,U,N,N,RA
267706,x,SHI20150609,06/16/2015,COR,HB,FMS,364,3DD.003BA20E8D,H1,345,3,108.8,"RIVER MILE
HBC CAMP 
UPPER TAMRAM OF CAMP AGAINST SCHIST",fixed river mile,U,N,C,RA
267701,x,SHI20150609,06/15/2015,COR,HB,FMS,367,3DD.003BA20E8E,H5,305,2,108.7,"MILE108.7 RIVER RIGHT
LOWER IN COVE WITH H4 ON SAND WITH BIG TAMRAM",fixed river mile,U,N,N,RA
267656,x,SHI20150609,06/15/2015,COR,HB,FMS,349,3DD.003BA20E8F,H18,410,2,109,MILE109 RIVER LEFT,fixed river mile,U,N,N,RA
267398,x,SHI20150609,06/15/2015,COR,HB,FMS,385,3DD.003BA20E90,H1,430,2,108.7,"MILE108.7 RIVER RIGHT
SMALL TAMRAMIN COVE DOWNSTREAM OF TRICKLE COVE",fixed river mile,U,N,N,RA
267568,x,SHI20150609,06/15/2015,COR,HB,FMS,313,3DD.003BA20E92,H4,275,2,108.7,"MILE108.7 RIVER RIGHT
UPSTRAM NET IN COVE BELOW H3 SAND SPIT",fixed river mile,U,N,N,RA
267540,x,SHI20150609,06/15/2015,COR,HB,FMS,444,3DD.003BA20E93,H2,760,2,108.7,MILE108.7 RIVER RIGHT,fixed river mile,F,N,C,RA
267646,x,SHI20150609,06/15/2015,COR,HB,FMS,435,3DD.003BA20E94,H18,705,2,109,MILE109 RIVER LEFT,fixed river mile,U,N,N,RA
267548,x,SHI20150609,06/15/2015,COR,HB,FMS,391,3DD.003BA20E95,H2,425,2,108.7,MILE108.7 RIVER RIGHT,fixed river mile,U,N,N,RA
267723,x,SHI20150609,06/15/2015,COR,HB,FMS,366,3DD.003BA20E96,H13,420,2,109.8,"MILE 109.8 RIVER LEFT
OFF BACCHARIS",fixed river mile,U,N,N,RA
267565,x,SHI20150609,06/15/2015,COR,HB,FMS,443,3DD.003BA20E97,H4,655,2,108.7,"MILE108.7 RIVER RIGHT
UPSTRAM NET IN COVE BELOW H3 SAND SPIT",fixed river mile,U,N,N,RA
267618,,SHI20150609,06/15/2015,COR,HB,FMS,438,3DD.003BA20E98,H6,660,2,,,,M,N,T,RA
267531,x,SHI20150609,06/15/2015,COR,HB,FMS,455,3DD.003BA20E99,H2,780,2,108.7,MILE108.7 RIVER RIGHT,fixed river mile,F,N,N,RA
267629,x,SHI20150609,06/15/2015,COR,HB,FMS,352,3DD.003BA20E9A,H9,315,2,108.8,MILE 108.8 RIVER RIGHT,fixed river mile,U,N,N,RA
267630,x,SHI20150609,06/15/2015,COR,HB,FMS,360,3DD.003BA20E9B,M10,400,2,108.8,"MILE108.8 RIVER RIGHT
OFF TAMRAM IN FIN AT TOP OF HBC CAMP COVE",fixed river mile,U,N,N,RA
267005,x,SHI20150830,09/03/2015,SHI,HB,FMS,358,3DD.003BA20E9B,H08,385,SHI,,,Need to check datasheets - not sure if below falls in Shinumo or mainstem.,U,N,N,RA
267569,x,SHI20150609,06/15/2015,COR,HB,FMS,361,3DD.003BA20E9C,H4,350,2,108.7,"MILE108.7 RIVER RIGHT
UPSTRAM NET IN COVE BELOW H3 SAND SPIT",fixed river mile,U,N,N,RA
267552,x,SHI20150609,06/15/2015,COR,HB,FMS,368,3DD.003BA20E9D,H2,410,2,108.7,MILE108.7 RIVER RIGHT,fixed river mile,U,N,N,RA
267389,x,SHI20150609,06/15/2015,COR,HB,FMS,374,3DD.003BA20E9E,H1,440,2,108.7,"MILE108.7 RIVER RIGHT
SMALL TAMRAMIN COVE DOWNSTREAM OF TRICKLE COVE",fixed river mile,U,N,N,RA
267526,x,SHI20150609,06/15/2015,COR,HB,FMS,400,3DD.003BA20E9F,H1,570,2,108.7,"MILE108.7 RIVER RIGHT
SMALL TAMRAMIN COVE DOWNSTREAM OF TRICKLE COVE",fixed river mile,U,N,N,RA
267624,,SHI20150609,06/15/2015,COR,HB,FMS,350,3DD.003BA20EA0,H6,300,2,,,,U,N,N,RA
267394,x,SHI20150609,06/15/2015,COR,HB,FMS,320,3DD.003BA20EA1,H1,275,2,108.7,"MILE108.7 RIVER RIGHT
SMALL TAMRAMIN COVE DOWNSTREAM OF TRICKLE COVE",fixed river mile,I,U,U,RA
267698,x,SHI20150609,06/15/2015,COR,HB,FMS,411,3DD.003BA20EA2,H5,505,2,108.7,"MILE108.7 RIVER RIGHT
LOWER IN COVE WITH H4 ON SAND WITH BIG TAMRAM",fixed river mile,M,N,T,RA
267699,x,SHI20150609,06/15/2015,COR,HB,FMS,365,3DD.003BA20EA2,H5,315,2,108.7,"MILE108.7 RIVER RIGHT
LOWER IN COVE WITH H4 ON SAND WITH BIG TAMRAM",fixed river mile,M,N,T,RA
267622,,SHI20150609,06/15/2015,COR,HB,FMS,381,3DD.003BA20EA3,H6,420,2,,,,U,N,N,RA
267575,x,SHI20150609,06/15/2015,COR,HB,FMS,377,3DD.003BA20EA5,H4,430,2,108.7,"MILE108.7 RIVER RIGHT
UPSTRAM NET IN COVE BELOW H3 SAND SPIT",fixed river mile,U,N,N,RA
267687,x,SHI20150609,06/16/2015,COR,HB,FMS,371,3DD.003BA20EA5,H1,425,3,108.8,"RIVER MILE
HBC CAMP 
UPPER TAMRAM OF CAMP AGAINST SCHIST",fixed river mile,U,N,C,RA
267537,x,SHI20150609,06/15/2015,COR,HB,FMS,395,3DD.003BA20EA6,H2,490,2,108.7,MILE108.7 RIVER RIGHT,fixed river mile,U,N,N,RA
267545,x,SHI20150609,06/15/2015,COR,HB,FMS,371,3DD.003BA20EA7,H2,390,2,108.7,MILE108.7 RIVER RIGHT,fixed river mile,M,N,T,RA
267576,x,SHI20150609,06/15/2015,COR,HB,FMS,390,3DD.003BA20EA8,H4,430,2,108.7,"MILE108.7 RIVER RIGHT
UPSTRAM NET IN COVE BELOW H3 SAND SPIT",fixed river mile,U,N,N,RA
267397,x,SHI20150609,06/15/2015,COR,HB,FMS,427,3DD.003BA20EA9,H1,760,2,108.7,"MILE108.7 RIVER RIGHT
SMALL TAMRAMIN COVE DOWNSTREAM OF TRICKLE COVE",fixed river mile,M,N,T,RA
267404,x,SHI20150609,06/15/2015,COR,HB,FMS,375,3DD.003BA20EAA,H1,405,2,108.7,"MILE108.7 RIVER RIGHT
SMALL TAMRAMIN COVE DOWNSTREAM OF TRICKLE COVE",fixed river mile,U,N,N,RA
267682,x,SHI20150609,06/16/2015,COR,HB,FMS,365,3DD.003BA20EAA,H1,365,3,108.8,"RIVER MILE
HBC CAMP 
UPPER TAMRAM OF CAMP AGAINST SCHIST",fixed river mile,U,N,N,RA
267557,x,SHI20150609,06/15/2015,COR,HB,FMS,359,3DD.003BA20EAB,H3,380,2,108.7,"MILE 108.7 RIVER RIGHT
SMALL SPIT OF SAND ON SCHIST",fixed river mile,U,N,N,RA
267637,x,SHI20150609,06/15/2015,COR,HB,FMS,428,3DD.003BA20EAC,H11,600,2,108.7,"MILE108.7 RIVER L
FIRST COVE BELOW BASS CABLES UPSTREAM SET",fixed river mile,M,N,T,RA
267493,x,SHI20150609,06/16/2015,COR,HB,FMS,432,3DD.003BA20EAC,H18,575,3,108.7,"BELOW BASS CABLE IN SMALL SPOT WITH GRASS CLUMP
RIVER LEFT
OPPORTUNISTIC*",fixed river mile,U,N,B,RA
267533,x,SHI20150609,06/15/2015,COR,HB,FMS,458,3DD.003BA20EAD,H2,670,2,108.7,MILE108.7 RIVER RIGHT,fixed river mile,U,N,N,RA
267534,x,SHI20150609,06/15/2015,COR,HB,FMS,433,3DD.003BA20EAE,H2,630,2,108.7,MILE108.7 RIVER RIGHT,fixed river mile,U,N,N,RA
267554,x,SHI20150609,06/15/2015,COR,HB,FMS,377,3DD.003BA20EAF,H2,425,2,108.7,MILE108.7 RIVER RIGHT,fixed river mile,U,N,N,RA
267392,x,SHI20150609,06/15/2015,COR,HB,FMS,484,3DD.003BA20EB0,H1,850,2,108.7,"MILE108.7 RIVER RIGHT
SMALL TAMRAMIN COVE DOWNSTREAM OF TRICKLE COVE",fixed river mile,F,N,N,RA
267538,x,SHI20150609,06/15/2015,COR,HB,FMS,410,3DD.003BA20EB1,H2,560,2,108.7,MILE108.7 RIVER RIGHT,fixed river mile,U,N,N,RA
267541,x,SHI20150609,06/15/2015,COR,HB,FMS,408,3DD.003BA20EB2,H2,515,2,108.7,MILE108.7 RIVER RIGHT,fixed river mile,M,N,B,RA
267702,,SHI20150609,06/15/2015,COR,HB,FMS,512,3DD.003BA20EB3,H6,1080,2,,,,F,N,N,RA
267737,x,SHI20150609,06/15/2015,COR,HB,FMS,397,3DD.003BA20EB4,H16,605,2,108.9,"MILE108.9 RIVER LEFT
OFF BACCHORIS BELOW HBC CAMP",fixed river mile,U,N,N,RA
267734,x,SHI20150609,06/15/2015,COR,HB,FMS,446,3DD.003BA20EB5,H16,705,2,108.9,"MILE108.9 RIVER LEFT
OFF BACCHORIS BELOW HBC CAMP",fixed river mile,U,N,N,RA
267727,x,SHI20150609,06/15/2015,COR,HB,FMS,407,3DD.003BA20EB6,H15,595,2,108.9,"MILE 108.9 RIVER L
OFF GRASS BELOW HBC CAMP",fixed river mile,M,N,T,RA
267432,x,SHI20150609,06/16/2015,COR,HB,FMS,407,3DD.003BA20EB6,H10,595,3,109.15,OFF BACCHARIS IN DOWNSTREAM END OF COVE,fixed river mile,M,N,T,RA
